food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),bfp_manual,592.14,142.48,6.09,8.21,9.36,1.26,1.84,3823.56,2935.26,1905.27,32.9,31.54,92.25,20.93,118.05,252.57,0.98,0.08,1.19,0.0,0.28,0.03,1.43,24.85,1.34,0.72,0.0,43.53,0.0,22.86,0.07,0.09,1.94,0.5,0.15,1.65,22.86,15.26,206.24,roll,492.37,118.47,5.07,6.82,7.78,1.05,1.53,3179.29,2440.67,1584.23,27.36,26.22,76.71,17.41,98.16,210.01,0.81,0.06,0.99,0.0,0.23,0.03,1.19,20.66,1.11,0.6,0.0,36.2,0.0,19.01,0.06,0.08,1.62,0.42,0.13,1.37,19.01,12.69,171.49
BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),bfp_manual,2707.49,657.76,4.35,1.91,70.4,0.26,1.75,8460.5,14440.07,44532.29,0.0,27.61,27.93,20.56,40.42,90.14,0.56,0.06,0.48,0.0,0.18,0.01,0.21,0.0,34.73,1.76,0.0,10.35,0.0,26.27,0.04,0.03,0.29,0.14,0.09,0.86,26.27,5.29,332.23,small bowl,9279.93,2254.47,14.9,6.55,241.28,0.89,6.01,28998.37,49493.35,152634.44,0.0,94.64,95.72,70.45,138.53,308.94,1.91,0.2,1.64,0.0,0.62,0.03,0.73,0.0,119.05,6.03,0.0,35.47,0.0,90.04,0.13,0.1,0.98,0.48,0.32,2.95,90.04,18.14,1138.73
BFP277,Vegetable jalfrezi,bfp_manual,283.89,68.48,5.43,1.4,4.38,1.79,2.97,557.13,871.26,2716.43,0.0,27.11,33.26,22.88,79.46,270.92,0.68,0.08,0.62,0.01,0.3,0.05,0.24,0.0,2.1,4.08,0.0,32.6,0.0,28.31,0.05,0.04,0.58,0.24,0.14,2.09,28.31,25.93,4668.31,bowl,285.55,68.88,5.46,1.41,4.4,1.81,2.99,560.39,876.35,2732.32,0.0,27.27,33.46,23.02,79.92,272.5,0.69,0.08,0.62,0.01,0.3,0.05,0.24,0.0,2.11,4.1,0.0,32.79,0.0,28.48,0.05,0.04,0.59,0.24,0.14,2.11,28.48,26.08,4695.61
BFP279,Broccoli delight,bfp_manual,172.18,40.7,2.34,2.49,2.48,1.08,2.83,339.45,1244.07,642.19,0.0,26.99,48.0,17.1,59.26,257.82,0.71,0.06,0.97,0.0,0.18,0.0,0.4,0.0,0.89,0.61,0.0,99.73,0.0,48.94,0.09,0.08,0.59,0.32,0.08,2.08,48.94,39.6,2865.2,bowl,343.5,81.19,4.67,4.97,4.96,2.15,5.64,677.2,2481.93,1281.18,0.0,53.84,95.75,34.11,118.22,514.35,1.42,0.13,1.94,0.01,0.36,0.01,0.79,0.0,1.77,1.22,0.0,198.96,0.0,97.64,0.17,0.16,1.18,0.64,0.16,4.15,97.64,79.0,5716.08
BFP280,Dhansak (vegetarian),bfp_manual,344.57,82.8,7.28,3.32,4.18,0.91,4.17,938.35,759.43,2048.04,0.0,26.4,57.86,28.3,34.18,264.5,1.26,0.18,3.62,0.0,0.33,0.19,0.5,0.0,1.56,1.61,0.0,19.64,0.0,18.72,0.06,0.04,0.47,0.23,0.08,0.76,18.72,5.5,1923.66,bowl,830.46,199.57,17.54,8.01,10.07,2.18,10.05,2261.56,1830.35,4936.08,0.0,63.64,139.46,68.2,82.38,637.49,3.05,0.44,8.72,0.01,0.81,0.45,1.21,0.0,3.75,3.89,0.0,47.35,0.0,45.12,0.15,0.09,1.13,0.55,0.2,1.82,45.12,13.25,4636.3
BFP286,Ducheese potato,bfp_manual,583.32,140.54,10.94,3.6,9.01,0.29,1.29,5117.53,2469.01,551.93,85.15,18.1,67.45,20.3,103.85,423.33,0.76,0.08,7.92,0.0,0.12,0.01,0.44,119.63,0.48,0.18,0.15,2.44,2.66,20.28,0.05,0.05,0.78,0.55,0.1,4.32,20.28,16.84,232.15,potato,250.59,60.38,4.7,1.55,3.87,0.12,0.56,2198.49,1060.69,237.11,36.58,7.77,28.98,8.72,44.61,181.86,0.33,0.04,3.4,0.0,0.05,0.01,0.19,51.39,0.21,0.08,0.07,1.05,1.14,8.71,0.02,0.02,0.33,0.24,0.04,1.86,8.71,7.23,99.73
BFP287,Roast potatoes ,bfp_manual,363.95,87.32,14.52,1.53,2.35,0.33,1.71,1391.15,555.2,200.14,5.51,10.38,42.96,23.89,90.67,528.24,0.57,0.09,0.75,0.0,0.15,0.02,0.28,24.79,0.11,0.23,0.0,2.53,0.0,15.08,0.06,0.01,1.01,0.37,0.1,1.32,15.08,22.46,221.14,potato,281.32,67.49,11.22,1.18,1.82,0.25,1.32,1075.29,429.14,154.69,4.26,8.02,33.21,18.47,70.08,408.3,0.44,0.07,0.58,0.0,0.11,0.01,0.21,19.16,0.08,0.17,0.0,1.95,0.0,11.66,0.05,0.01,0.78,0.29,0.08,1.02,11.66,17.36,170.93
BFP288,Stuffed baked potatoes ,bfp_manual,417.77,100.2,11.03,3.82,4.39,0.4,1.31,2195.36,1305.07,392.67,72.99,25.72,71.59,20.95,92.09,429.14,0.81,0.08,7.94,0.0,0.12,0.02,0.46,70.47,0.38,0.22,0.15,4.94,2.63,22.35,0.06,0.06,0.78,0.56,0.11,4.6,22.35,18.04,260.91,potato,434.67,104.25,11.48,3.97,4.57,0.42,1.36,2284.16,1357.86,408.55,75.94,26.76,74.49,21.8,95.81,446.5,0.84,0.09,8.26,0.0,0.13,0.02,0.48,73.32,0.4,0.23,0.16,5.13,2.74,23.25,0.06,0.06,0.81,0.59,0.11,4.78,23.25,18.77,271.46
BFP290,Parsley potato,bfp_manual,496.08,119.51,13.81,1.49,6.28,0.34,1.59,3882.47,1554.64,329.75,15.71,11.43,42.08,22.56,4.62,502.76,0.55,0.08,0.74,0.0,0.13,0.02,0.27,70.64,0.19,0.2,0.0,3.98,0.0,15.2,0.06,0.01,0.96,0.35,0.09,1.32,15.2,21.95,266.76,bowl,538.24,129.67,14.99,1.62,6.81,0.37,1.73,4212.49,1686.78,357.78,17.04,12.4,45.65,24.48,5.02,545.49,0.6,0.09,0.8,0.0,0.14,0.02,0.29,76.64,0.21,0.22,0.0,4.32,0.0,16.5,0.06,0.02,1.04,0.38,0.1,1.43,16.5,23.82,289.43
BFP302,Spring basket salad,bfp_manual,668.29,160.46,11.61,3.36,11.3,1.46,3.09,925.39,6627.54,3094.02,8.17,45.65,51.17,20.75,26.02,252.19,0.85,0.08,2.73,0.0,0.25,0.0,0.59,11.14,3.72,6.0,0.0,99.46,0.0,52.16,0.1,0.08,0.71,0.52,0.13,1.92,52.16,33.71,257.88,basket,1403.4,336.96,24.37,7.06,23.72,3.08,6.49,1943.32,13917.83,6497.44,17.16,95.86,107.47,43.58,54.65,529.6,1.79,0.17,5.74,0.0,0.52,0.0,1.24,23.4,7.8,12.61,0.0,208.86,0.0,109.53,0.2,0.17,1.5,1.09,0.28,4.03,109.53,70.79,541.56
BFP308,Frozen frosty fruit salad (Phalon ka salaad),bfp_manual,436.01,103.51,15.61,1.68,4.17,14.38,0.26,2497.01,1138.4,210.76,26.33,28.61,34.43,7.96,13.23,103.47,0.41,0.04,1.81,0.0,0.08,0.01,0.23,64.7,0.17,0.32,0.04,0.64,0.63,8.97,0.03,0.06,0.22,0.19,0.04,1.96,8.97,14.36,155.03,slice,1015.91,241.17,36.37,3.91,9.72,33.51,0.61,5818.03,2652.47,491.07,61.35,66.67,80.22,18.56,30.83,241.09,0.95,0.09,4.21,0.0,0.18,0.02,0.53,150.75,0.39,0.74,0.08,1.49,1.46,20.91,0.06,0.13,0.5,0.44,0.09,4.57,20.91,33.45,361.22
BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),bfp_manual,353.53,84.07,10.0,2.7,3.86,9.63,0.55,2067.13,1224.36,224.92,0.0,94.18,79.1,11.57,19.62,117.46,0.23,0.05,1.09,0.0,0.12,0.02,0.32,0.0,0.38,0.23,0.0,0.47,0.0,13.4,0.03,0.09,0.12,0.37,0.03,1.98,13.4,2.32,167.96,bowl,946.41,225.06,26.78,7.23,10.32,25.78,1.46,5533.72,3277.62,602.11,0.0,252.12,211.75,30.97,52.51,314.44,0.6,0.13,2.92,0.01,0.33,0.05,0.85,0.0,1.02,0.62,0.0,1.27,0.0,35.87,0.08,0.23,0.32,0.98,0.09,5.31,35.87,6.2,449.64
BFP336,Pumpkin kheer (Kaddu ki kheer),bfp_manual,363.06,86.35,10.44,2.76,3.86,10.12,0.63,2067.72,1227.81,224.51,0.0,95.61,80.25,11.48,20.99,141.55,0.24,0.05,0.83,0.0,0.11,0.02,0.31,0.0,0.49,0.36,0.0,15.71,0.0,10.07,0.03,0.09,0.17,0.29,0.05,1.81,10.07,3.01,420.84,bowl,971.91,231.16,27.94,7.39,10.34,27.09,1.68,5535.29,3286.86,601.01,0.0,255.94,214.83,30.72,56.19,378.94,0.65,0.14,2.22,0.01,0.3,0.05,0.83,0.0,1.31,0.95,0.0,42.07,0.0,26.95,0.08,0.24,0.45,0.79,0.12,4.85,26.95,8.06,1126.58
BFP338,Apple kheer (Seb ki kheer),bfp_manual,342.04,81.3,11.34,2.14,3.18,10.71,0.51,1680.17,992.29,213.6,0.0,75.67,62.83,8.91,15.86,93.41,0.18,0.04,0.68,0.0,0.09,0.27,0.25,0.0,0.33,0.3,0.0,0.61,0.0,4.93,0.02,0.07,0.11,0.22,0.03,1.26,4.93,1.75,155.27,bowl,1137.98,270.47,37.74,7.11,10.58,35.62,1.7,5590.0,3301.41,710.65,0.0,251.75,209.02,29.65,52.75,310.77,0.61,0.13,2.27,0.01,0.29,0.88,0.82,0.0,1.09,0.98,0.0,2.04,0.0,16.4,0.08,0.23,0.37,0.74,0.1,4.21,16.4,5.82,516.58
BFP345,Caramel custard (baked),bfp_manual,516.85,122.7,14.95,5.11,5.01,14.92,0.0,2456.56,1579.4,347.24,81.15,90.59,105.37,8.42,44.78,107.98,0.53,0.05,9.6,0.0,0.01,0.0,0.5,43.9,0.48,0.0,0.19,0.0,3.24,15.61,0.03,0.12,0.08,0.55,0.06,5.36,15.61,1.34,162.97,small bowl,1165.5,276.68,33.72,11.53,11.3,33.65,0.0,5539.55,3561.55,783.02,183.0,204.27,237.62,18.99,100.99,243.49,1.19,0.11,21.64,0.01,0.03,0.0,1.14,99.0,1.09,0.0,0.42,0.0,7.3,35.21,0.08,0.26,0.18,1.25,0.14,12.09,35.21,3.02,367.5
BFP346,Vanilla ice cream without egg,bfp_manual,949.69,228.67,14.21,2.69,18.15,13.45,0.0,11310.75,5221.95,516.93,41.7,81.27,69.83,6.63,23.97,89.96,0.1,0.03,0.53,0.0,0.01,0.0,0.25,158.46,0.63,0.0,0.0,0.0,0.0,6.15,0.02,0.12,0.04,0.25,0.04,1.5,6.15,1.36,193.41,ice cream cup,1494.57,359.87,22.36,4.23,28.56,21.17,0.0,17800.3,8218.05,813.52,65.63,127.89,109.89,10.44,37.72,141.57,0.16,0.04,0.83,0.0,0.01,0.0,0.4,249.38,0.99,0.0,0.0,0.0,0.0,9.67,0.04,0.19,0.06,0.39,0.06,2.36,9.67,2.13,304.38
BFP347,Vanilla ice cream with egg,bfp_manual,892.6,214.85,11.71,4.16,17.02,11.69,0.0,10235.22,5017.0,606.08,86.75,77.42,86.09,7.41,37.72,97.19,0.34,0.03,6.04,0.0,0.01,0.0,0.38,165.01,0.76,0.0,0.12,0.0,2.02,12.13,0.03,0.13,0.05,0.42,0.05,3.82,12.13,1.18,186.68,ice cream cup,1616.72,389.15,21.21,7.54,30.84,21.17,0.0,18538.55,9087.05,1097.77,157.13,140.23,155.93,13.42,68.33,176.03,0.61,0.06,10.94,0.0,0.01,0.0,0.7,298.88,1.37,0.0,0.21,0.0,3.65,21.98,0.05,0.24,0.09,0.76,0.1,6.92,21.98,2.13,338.13
BFP348,Strawberry ice cream,bfp_manual,895.98,215.61,12.26,4.15,16.96,11.6,0.0,10193.68,4996.98,605.64,86.39,77.08,85.83,7.36,37.62,96.4,0.34,0.03,6.02,0.0,0.01,0.0,0.39,164.33,0.75,0.0,0.12,0.0,2.01,12.1,0.03,0.13,0.05,0.42,0.05,3.8,12.1,1.17,185.91,ice cream cup,1629.57,392.13,22.29,7.55,30.84,21.1,0.0,18539.75,9088.25,1101.5,157.13,140.2,156.11,13.38,68.42,175.33,0.61,0.06,10.94,0.0,0.01,0.0,0.7,298.88,1.37,0.0,0.21,0.0,3.65,22.0,0.05,0.24,0.09,0.76,0.09,6.92,22.0,2.13,338.13
BFP350,Chocochip ice cream,bfp_manual,1004.91,241.45,16.75,4.23,17.93,16.08,0.0,10773.54,5348.34,640.25,79.34,73.22,90.59,14.52,34.84,114.27,0.51,0.09,5.84,0.0,0.06,0.0,0.47,151.22,0.81,0.0,0.11,0.2,1.83,12.09,0.03,0.12,0.08,0.41,0.05,3.73,12.09,1.07,170.91,ice cream cup,2003.54,481.38,33.4,8.43,35.74,32.06,0.0,21479.75,10663.25,1276.5,158.18,145.97,180.61,28.96,69.47,227.83,1.01,0.18,11.64,0.0,0.12,0.0,0.93,301.5,1.62,0.0,0.21,0.4,3.65,24.1,0.06,0.25,0.16,0.81,0.1,7.45,24.1,2.13,340.75
BFP351,Choconut ice cream,bfp_manual,1144.4,273.96,23.13,5.04,18.49,21.02,0.51,9205.44,6886.58,1271.42,65.65,67.38,115.16,37.5,29.83,145.81,0.89,0.25,5.73,0.0,0.21,0.01,0.8,125.06,1.23,0.3,0.09,0.4,1.52,12.19,0.07,0.11,0.2,0.44,0.05,3.26,12.19,0.9,142.77,sundae glass,2752.0,658.8,55.62,12.12,44.47,50.55,1.22,22136.77,16560.5,3057.45,157.88,162.03,276.93,90.17,71.74,350.63,2.13,0.59,13.78,0.0,0.5,0.03,1.93,300.75,2.95,0.71,0.21,0.96,3.65,29.32,0.16,0.26,0.47,1.06,0.13,7.83,29.32,2.17,343.33
BFP352,Pear chocholate sunday,bfp_manual,764.31,183.49,15.02,2.08,13.11,14.41,0.07,7992.81,3876.07,443.48,29.11,56.67,56.29,12.33,16.26,91.18,0.24,0.07,0.36,0.0,0.02,0.01,0.27,112.13,0.58,0.01,0.0,0.14,0.0,5.22,0.02,0.08,0.1,0.17,0.03,1.02,5.22,1.37,131.58,sundae glass,1863.02,447.25,36.6,5.08,31.96,35.11,0.18,19482.47,9447.92,1080.98,70.95,138.13,137.19,30.06,39.64,222.26,0.58,0.17,0.88,0.0,0.04,0.02,0.67,273.33,1.41,0.02,0.0,0.34,0.0,12.72,0.05,0.2,0.24,0.42,0.07,2.48,12.72,3.34,320.73
BFP353,Chocolate sauce,bfp_manual,1108.0,263.2,43.21,1.91,10.39,42.06,0.0,6489.0,2811.0,343.0,21.3,18.8,68.7,53.0,2.8,154.7,1.13,0.44,0.0,0.0,0.0,0.0,0.74,95.8,0.25,0.0,0.0,0.89,0.0,3.8,0.02,0.01,0.17,0.0,0.01,0.02,3.8,0.0,64.8,tablespoon,184.67,43.87,7.2,0.32,1.73,7.01,0.0,1081.5,468.5,57.17,3.55,3.13,11.45,8.83,0.47,25.78,0.19,0.07,0.0,0.0,0.0,0.0,0.12,15.97,0.04,0.0,0.0,0.15,0.0,0.63,0.0,0.0,0.03,0.0,0.0,0.0,0.63,0.0,10.8
BFP354,Coffee ice cream,bfp_manual,633.02,150.62,14.09,3.15,9.43,13.35,0.0,5190.4,2307.67,368.2,22.23,95.72,84.92,9.79,42.09,132.18,0.15,0.03,2.33,0.0,0.02,0.0,0.31,44.08,0.15,0.0,0.41,0.67,0.0,4.33,0.02,0.13,0.22,0.33,0.04,1.39,4.33,1.3,113.41,ice cream cup,1050.02,249.84,23.37,5.22,15.64,22.14,0.0,8609.58,3827.85,610.74,36.88,158.77,140.85,16.23,69.81,219.25,0.25,0.06,3.87,0.0,0.03,0.0,0.51,73.13,0.26,0.0,0.69,1.11,0.0,7.18,0.04,0.21,0.37,0.56,0.06,2.3,7.18,2.16,188.13
BFP355,Coffee pear alaska,bfp_manual,851.25,203.99,19.36,2.88,13.22,16.88,0.15,8018.6,3934.44,448.38,28.43,60.61,55.73,8.57,51.11,107.86,0.22,0.03,2.0,0.0,0.05,0.0,0.23,109.17,0.63,0.0,0.07,0.15,0.0,5.53,0.02,0.09,0.23,0.28,0.03,1.74,5.53,1.39,133.63,dish,2131.31,510.74,48.48,7.22,33.09,42.27,0.38,20076.57,9850.85,1122.62,71.19,151.75,139.54,21.45,127.95,270.06,0.56,0.08,5.0,0.0,0.12,0.0,0.58,273.33,1.58,0.0,0.18,0.38,0.0,13.85,0.06,0.23,0.59,0.71,0.08,4.35,13.85,3.48,334.58
BFP356,Crunchy butterscotch,bfp_manual,1153.63,277.32,19.92,3.11,20.99,17.73,0.47,12607.87,6110.42,956.49,46.39,72.26,76.55,12.96,22.24,103.65,0.26,0.06,0.69,0.0,0.1,0.03,0.35,184.22,0.78,0.19,0.0,0.46,0.0,9.99,0.06,0.14,0.44,0.25,0.04,1.55,9.99,1.14,197.1,cup,2161.62,519.63,37.33,5.83,39.34,33.21,0.88,23624.0,11449.4,1792.22,86.93,135.39,143.44,24.29,41.68,194.22,0.48,0.12,1.3,0.0,0.2,0.05,0.65,345.17,1.46,0.35,0.0,0.87,0.0,18.72,0.11,0.26,0.83,0.46,0.08,2.91,18.72,2.13,369.32
BFP358,Peach melba ice cream,bfp_manual,834.73,200.85,16.31,2.06,14.51,13.35,0.06,8892.13,4281.7,468.69,33.23,60.55,53.82,6.9,17.92,81.24,0.11,0.02,0.38,0.0,0.02,0.01,0.21,126.27,0.61,0.01,0.0,0.04,0.0,5.14,0.02,0.09,0.07,0.19,0.03,1.12,5.14,1.31,143.69,sundae glass,1912.36,460.14,37.36,4.71,33.23,30.59,0.14,20371.86,9809.37,1073.76,76.13,138.71,123.3,15.8,41.05,186.13,0.26,0.05,0.87,0.0,0.04,0.02,0.48,289.27,1.41,0.02,0.0,0.09,0.0,11.79,0.04,0.21,0.15,0.43,0.07,2.58,11.79,2.99,329.2
BFP359,Vanilla ice cream with apples in hot cherry sauce,bfp_manual,818.69,196.32,22.75,1.73,11.45,14.19,0.26,7111.02,3280.84,357.28,26.15,56.34,46.38,6.04,31.54,74.21,0.16,0.03,0.38,0.0,0.01,0.17,0.18,99.37,0.41,0.15,0.0,0.38,0.0,4.29,0.02,0.08,0.05,0.17,0.03,0.99,4.29,1.69,145.19,dish,2054.5,492.66,57.09,4.35,28.74,35.61,0.65,17845.1,8233.27,896.59,65.63,141.39,116.4,15.15,79.14,186.24,0.41,0.06,0.95,0.0,0.02,0.42,0.44,249.38,1.03,0.37,0.0,0.96,0.0,10.77,0.05,0.19,0.13,0.42,0.07,2.49,10.77,4.23,364.36
BFP361,Grape and orange whip,bfp_manual,238.51,57.39,6.72,1.41,2.62,5.66,0.97,1599.99,738.1,116.8,6.51,17.4,15.37,8.95,14.36,138.86,0.53,0.03,1.61,0.01,0.02,0.0,0.05,24.73,0.11,0.98,0.07,2.0,0.0,13.92,0.05,0.04,0.19,0.24,0.04,2.32,13.92,28.81,460.1,orange case,288.6,69.44,8.13,1.71,3.17,6.85,1.17,1935.98,893.1,141.32,7.88,21.05,18.6,10.83,17.38,168.02,0.65,0.03,1.95,0.01,0.03,0.0,0.06,29.92,0.14,1.18,0.09,2.42,0.0,16.85,0.06,0.05,0.23,0.29,0.05,2.81,16.85,34.86,556.72
BFP362,Honey banana cream,bfp_manual,523.14,125.49,13.64,2.78,6.68,10.51,0.7,4124.65,1887.34,234.75,14.27,43.52,40.03,12.73,15.65,159.94,0.23,0.05,0.62,0.01,0.13,0.0,0.21,54.24,0.26,0.21,0.0,0.75,0.0,8.59,0.02,0.07,0.18,0.22,0.17,1.16,8.59,5.04,165.8,tall stemmed glass,1731.59,415.37,45.14,9.19,22.09,34.79,2.32,13652.58,6247.1,777.02,47.25,144.07,132.49,42.15,51.8,529.41,0.76,0.16,2.04,0.02,0.43,0.0,0.69,179.55,0.86,0.7,0.0,2.49,0.0,28.45,0.05,0.22,0.61,0.74,0.58,3.85,28.45,16.68,548.79
BFP363,Raspberry bavarian cream,bfp_manual,628.33,150.1,17.82,3.34,7.88,15.3,2.19,4796.92,2241.22,341.14,19.94,26.4,22.93,9.95,24.59,78.98,0.31,0.05,1.99,0.0,0.23,0.0,0.2,75.76,0.54,0.0,0.08,2.63,0.0,8.77,0.02,0.06,0.2,0.25,0.03,0.58,8.77,9.03,102.26,small mould,1489.14,355.75,42.24,7.92,18.67,36.25,5.2,11368.7,5311.7,808.5,47.25,62.56,54.34,23.59,58.27,187.19,0.73,0.12,4.72,0.0,0.54,0.0,0.47,179.55,1.29,0.0,0.18,6.24,0.0,20.79,0.04,0.13,0.48,0.59,0.06,1.37,20.79,21.41,242.35
BFP364,Fruit delight,bfp_manual,446.81,107.09,9.11,2.09,7.09,9.03,0.09,4381.1,2010.4,213.0,12.28,71.69,61.21,6.93,17.27,96.94,0.15,0.02,0.5,0.0,0.01,0.0,0.23,46.67,0.27,0.19,0.0,0.24,0.0,5.67,0.02,0.08,0.1,0.22,0.03,1.32,5.67,2.26,145.51,small mould,1528.1,366.25,31.15,7.13,24.25,30.89,0.32,14983.35,6875.58,728.45,42.0,245.18,209.32,23.7,59.07,331.55,0.51,0.08,1.71,0.01,0.04,0.0,0.78,159.6,0.93,0.64,0.0,0.83,0.0,19.39,0.08,0.28,0.33,0.77,0.12,4.51,19.39,7.74,497.65
BFP365,Creamy chocolate mousse,bfp_manual,957.52,230.52,9.53,6.85,18.16,8.99,0.0,10650.31,5511.22,730.7,129.13,45.25,95.04,26.51,48.64,127.5,0.96,0.18,10.46,0.0,0.01,0.0,0.67,196.5,0.89,0.0,0.21,0.07,3.6,16.31,0.03,0.11,0.1,0.45,0.06,5.03,16.31,0.37,126.31,dish,1941.36,467.38,19.32,13.89,36.82,18.22,0.0,21593.5,11174.0,1481.5,261.81,91.75,192.7,53.74,98.61,258.5,1.95,0.36,21.21,0.0,0.02,0.0,1.36,398.4,1.81,0.0,0.42,0.14,7.3,33.07,0.06,0.23,0.2,0.9,0.12,10.2,33.07,0.75,256.1
BFP366,Cold lemon souffle,bfp_manual,711.96,169.87,15.62,5.89,9.78,13.88,0.0,5629.48,2808.45,506.6,98.14,55.03,72.62,6.74,46.35,81.69,0.53,0.02,8.82,0.0,0.01,0.0,0.41,160.82,0.51,0.0,0.17,0.0,3.01,12.88,0.03,0.12,0.07,0.44,0.05,4.92,12.88,3.57,98.04,souffle dish,1726.5,411.92,37.89,14.29,23.72,33.65,0.0,13651.5,6810.5,1228.5,238.0,133.44,176.1,16.35,112.4,198.1,1.28,0.06,21.39,0.0,0.02,0.0,0.98,390.0,1.23,0.0,0.42,0.0,7.3,31.24,0.07,0.29,0.18,1.06,0.12,11.92,31.24,8.65,237.75
BFP367,Cold orange souffle,bfp_manual,725.84,173.19,16.27,5.94,9.82,14.42,0.11,5652.6,2824.7,504.09,98.65,55.45,73.2,7.19,46.53,88.17,0.57,0.03,8.79,0.0,0.01,0.0,0.4,161.66,0.51,0.03,0.17,0.22,3.03,14.01,0.03,0.12,0.09,0.45,0.05,5.19,14.01,4.18,157.63,souffle dish,1751.1,417.82,39.26,14.33,23.7,34.8,0.27,13636.89,6814.59,1216.12,238.0,133.77,176.59,17.35,112.26,212.7,1.38,0.06,21.21,0.0,0.02,0.0,0.97,390.0,1.23,0.07,0.42,0.53,7.3,33.8,0.07,0.29,0.21,1.08,0.12,12.53,33.8,10.08,380.29
BFP368,Cold pineapple souffle,bfp_manual,759.7,181.22,16.85,6.23,10.39,14.99,0.0,5977.63,2987.06,528.95,104.39,57.13,76.29,6.79,49.38,79.86,0.54,0.03,9.29,0.0,0.03,0.0,0.42,171.05,0.54,0.0,0.18,0.0,3.2,13.29,0.03,0.13,0.07,0.46,0.05,5.23,13.29,0.82,104.16,souffle dish,1732.11,413.18,38.42,14.2,23.68,34.18,0.0,13629.0,6810.5,1206.0,238.0,130.26,173.93,15.48,112.59,182.09,1.23,0.06,21.17,0.0,0.07,0.0,0.97,390.0,1.23,0.0,0.42,0.0,7.3,30.3,0.06,0.29,0.16,1.04,0.11,11.92,30.3,1.88,237.49
BFP369,Cold vanilla souffle,bfp_manual,752.42,179.54,16.29,6.22,10.32,14.49,0.0,5947.1,2963.01,519.81,100.85,62.47,79.83,6.94,49.09,83.3,0.52,0.03,9.03,0.0,0.01,0.0,0.43,165.25,0.53,0.0,0.18,0.0,3.1,13.01,0.03,0.13,0.07,0.46,0.05,5.18,13.01,0.55,113.07,souffle dish,1775.7,423.71,38.44,14.67,24.35,34.2,0.0,14035.15,6992.7,1226.74,238.0,147.43,188.39,16.37,115.86,196.58,1.23,0.06,21.31,0.0,0.02,0.0,1.01,390.0,1.26,0.0,0.42,0.0,7.3,30.71,0.06,0.3,0.17,1.09,0.12,12.22,30.71,1.3,266.85
BFP370,Cold chocolate souffle,bfp_manual,785.84,187.53,17.22,6.37,10.86,15.31,0.0,6279.44,3151.69,532.8,98.07,62.91,88.53,14.94,47.77,104.98,0.68,0.09,8.85,0.0,0.02,0.0,0.53,160.8,0.56,0.0,0.17,0.07,3.01,13.36,0.03,0.13,0.1,0.45,0.05,5.09,13.36,0.54,110.62,souffle dish,1909.58,455.69,41.84,15.47,26.4,37.2,0.0,15259.05,7658.6,1294.7,238.3,152.87,215.13,36.3,116.07,255.1,1.66,0.21,21.51,0.0,0.05,0.0,1.28,390.75,1.35,0.0,0.42,0.16,7.3,32.45,0.07,0.31,0.24,1.1,0.12,12.37,32.45,1.3,268.8
BFP371,Stewed fruit (with pear),bfp_manual,314.9,74.32,18.22,0.25,0.32,17.67,2.84,61.2,21.89,64.44,0.0,5.94,5.18,5.87,1.7,68.56,0.21,0.07,0.03,0.01,0.06,0.01,0.06,0.0,0.19,1.11,0.0,8.08,0.0,3.6,0.01,0.01,0.08,0.03,0.06,0.88,3.6,2.06,57.78,bowl,379.45,89.56,21.96,0.3,0.39,21.3,3.42,73.75,26.38,77.64,0.0,7.15,6.24,7.07,2.05,82.62,0.25,0.08,0.04,0.01,0.08,0.01,0.07,0.0,0.23,1.34,0.0,9.73,0.0,4.33,0.02,0.02,0.1,0.04,0.07,1.07,4.33,2.48,69.63
