food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC474,Dhokla,asc_manual,915.99,216.49,30.68,13.45,5.28,4.78,4.95,1343.31,1135.81,2180.7,5.16,123.21,185.94,40.51,376.02,287.15,1.39,0.13,2.93,0.0,0.86,0.01,1.05,13.14,1.85,0.19,0.0,6.7,0.0,99.92,0.24,0.21,1.01,0.83,0.27,5.22,99.92,1.71,132.86,piece,366.01,86.5,12.26,5.37,2.11,1.91,1.98,536.75,453.84,871.35,2.06,49.23,74.3,16.19,150.25,114.74,0.55,0.05,1.17,0.0,0.34,0.01,0.42,5.25,0.74,0.07,0.0,2.68,0.0,39.92,0.1,0.08,0.4,0.33,0.11,2.08,39.92,0.68,53.09
BFP007,Kashmiri tea (Kehwa),bfp_manual,105.73,24.9,5.23,0.17,0.51,5.14,0.16,38.56,330.29,114.39,0.0,3.19,4.13,3.47,0.29,8.81,0.07,0.02,0.05,0.0,0.1,0.01,0.04,0.0,0.22,0.1,0.0,0.09,0.0,0.32,0.0,0.0,0.03,0.01,0.0,0.03,0.32,0.02,0.81,tea cup,271.41,63.93,13.43,0.45,1.3,13.2,0.4,99.0,847.85,293.65,0.0,8.19,10.61,8.9,0.75,22.61,0.17,0.04,0.14,0.0,0.25,0.02,0.11,0.0,0.57,0.25,0.0,0.22,0.0,0.82,0.0,0.01,0.09,0.02,0.0,0.08,0.82,0.06,2.08
BFP008,Steeped hot coffee,bfp_manual,67.4,15.91,3.01,0.39,0.33,2.96,0.0,201.01,90.15,10.25,0.0,10.4,10.26,3.93,2.82,46.09,0.06,0.01,0.16,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.04,0.0,0.63,0.0,0.01,0.25,0.03,0.0,0.81,0.63,0.15,14.85,tea cup,136.15,32.13,6.08,0.78,0.67,5.98,0.0,406.05,182.1,20.7,0.0,21.0,20.73,7.94,5.69,93.1,0.12,0.02,0.32,0.0,0.04,0.0,0.08,0.0,0.03,0.0,0.0,0.09,0.0,1.27,0.01,0.02,0.51,0.05,0.01,1.64,1.27,0.3,30.0
BFP011,Hot chocolate,bfp_manual,377.68,90.01,9.02,3.43,4.61,8.86,0.0,2780.89,1265.72,148.24,0.02,113.63,101.74,14.99,36.04,135.43,0.33,0.22,0.91,0.0,0.06,0.0,0.61,0.04,0.23,0.0,0.0,0.01,0.0,7.04,0.03,0.11,0.11,0.34,0.04,2.35,7.04,1.9,189.02,tea cup,719.48,171.46,17.18,6.53,8.78,16.89,0.0,5297.6,2411.2,282.4,0.03,216.46,193.81,28.55,68.66,258.0,0.63,0.43,1.73,0.01,0.12,0.0,1.16,0.08,0.44,0.0,0.0,0.01,0.0,13.41,0.06,0.2,0.21,0.64,0.07,4.48,13.41,3.62,360.08
BFP024,Jal jeera,bfp_manual,127.66,30.24,6.7,0.44,0.26,5.71,0.95,22.96,107.02,77.33,0.0,24.72,11.3,12.89,215.62,76.31,0.84,0.05,0.4,0.01,0.34,0.02,0.11,0.0,0.04,1.33,0.0,5.79,0.0,3.2,0.02,0.01,0.13,0.02,0.02,0.11,3.2,1.59,411.22,juice glass,178.75,42.34,9.38,0.61,0.36,8.0,1.33,32.15,149.85,108.27,0.0,34.61,15.82,18.05,301.91,106.85,1.17,0.07,0.56,0.01,0.47,0.03,0.16,0.0,0.05,1.87,0.0,8.1,0.0,4.47,0.03,0.01,0.18,0.03,0.02,0.15,4.47,2.23,575.79
BFP029,Canjee,bfp_manual,27.67,6.61,0.44,0.24,0.42,0.21,0.36,26.17,208.49,104.17,0.0,5.82,9.26,3.57,43.03,21.2,0.17,0.01,0.71,0.0,0.05,0.0,0.05,0.0,0.02,0.38,0.0,1.03,0.0,2.12,0.01,0.01,0.05,0.02,0.01,0.09,2.12,0.3,474.3,glass,47.12,11.26,0.74,0.42,0.72,0.36,0.61,44.56,354.96,177.34,0.0,9.92,15.76,6.08,73.26,36.09,0.29,0.02,1.21,0.0,0.09,0.0,0.09,0.0,0.04,0.64,0.0,1.75,0.0,3.61,0.01,0.01,0.09,0.03,0.01,0.15,3.61,0.52,807.49
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),bfp_manual,28.86,6.9,0.35,0.39,0.42,0.09,0.49,31.78,200.1,107.05,0.0,6.26,11.23,4.78,41.45,38.17,0.22,0.01,0.71,0.0,0.06,0.0,0.07,0.0,0.02,0.42,0.0,1.46,0.0,5.19,0.01,0.01,0.07,0.06,0.02,0.24,5.19,4.4,19.31,glass,51.53,12.32,0.62,0.69,0.76,0.17,0.88,56.75,357.35,191.18,0.0,11.19,20.06,8.53,74.02,68.17,0.4,0.02,1.27,0.0,0.11,0.0,0.12,0.0,0.03,0.75,0.0,2.61,0.0,9.26,0.02,0.02,0.12,0.11,0.03,0.44,9.26,7.86,34.49
BFP031,Potato canjee (Aloo canjee),bfp_manual,68.05,16.26,2.69,0.44,0.39,0.1,0.43,26.51,183.26,101.5,0.0,5.21,13.64,6.51,35.99,99.19,0.22,0.02,0.74,0.0,0.06,0.0,0.08,0.0,0.02,0.3,0.0,0.48,0.0,3.47,0.02,0.0,0.21,0.07,0.02,0.24,3.47,3.95,48.86,glass,132.87,31.76,5.24,0.85,0.76,0.2,0.83,51.77,357.82,198.18,0.0,10.16,26.64,12.71,70.27,193.67,0.43,0.04,1.44,0.0,0.12,0.0,0.16,0.0,0.04,0.59,0.0,0.93,0.0,6.77,0.03,0.01,0.42,0.14,0.04,0.47,6.77,7.72,95.41
BFP039,Semolina upma (Suji/Rava upma),bfp_manual,614.18,147.89,16.31,3.3,7.49,1.31,3.24,912.75,1533.31,4651.79,0.0,21.57,44.18,21.34,101.59,158.35,1.1,0.14,3.21,0.0,0.59,0.07,0.59,0.0,3.57,3.44,0.0,10.17,0.0,14.24,0.08,0.03,0.43,0.28,0.07,0.58,14.24,4.37,1276.85,bowl,652.6,157.14,17.33,3.51,7.96,1.39,3.45,969.84,1629.22,4942.76,0.0,22.92,46.95,22.68,107.94,168.26,1.16,0.15,3.41,0.0,0.63,0.08,0.63,0.0,3.79,3.66,0.0,10.81,0.0,15.13,0.08,0.03,0.46,0.3,0.07,0.62,15.13,4.64,1356.72
BFP040,Vermicelli upma (Semiya/Seviyan upma),bfp_manual,619.26,149.11,16.88,3.11,7.45,1.4,3.21,905.42,1526.06,4622.62,0.0,20.3,41.93,21.56,101.8,138.21,0.93,0.1,3.84,0.0,0.36,0.08,0.35,0.0,3.54,2.51,0.0,10.13,0.0,11.89,0.05,0.02,0.35,0.24,0.05,0.75,11.89,4.37,1228.92,bowl,658.0,158.43,17.93,3.31,7.91,1.49,3.41,962.06,1621.52,4911.76,0.0,21.57,44.55,22.9,108.17,146.86,0.99,0.1,4.08,0.0,0.38,0.08,0.38,0.0,3.76,2.66,0.0,10.77,0.0,12.64,0.05,0.02,0.37,0.25,0.06,0.8,12.64,4.64,1305.79
BFP041,Rice upma,bfp_manual,628.3,151.27,17.96,2.63,7.46,1.13,2.12,924.25,1536.95,4631.28,0.0,17.57,48.14,19.24,101.75,131.62,0.67,0.11,1.38,0.0,0.37,0.09,0.39,0.0,3.55,1.9,0.0,10.23,0.0,11.24,0.06,0.03,0.69,0.25,0.09,0.56,11.24,4.37,1233.73,bowl,667.6,160.73,19.08,2.79,7.92,1.2,2.25,982.07,1633.08,4920.96,0.0,18.67,51.15,20.44,108.11,139.86,0.71,0.11,1.46,0.0,0.39,0.1,0.42,0.0,3.77,2.02,0.0,10.87,0.0,11.94,0.06,0.03,0.74,0.26,0.09,0.59,11.94,4.64,1310.9
BFP042,Bread upma,bfp_manual,540.4,129.51,12.6,2.8,7.75,1.56,1.96,896.02,1520.64,4590.62,0.0,45.22,39.86,18.35,176.44,130.12,0.82,0.08,2.47,0.0,0.31,0.07,0.32,0.0,3.55,1.9,0.0,9.95,0.0,14.86,0.06,0.03,0.52,0.14,0.06,0.5,14.86,4.37,1224.9,bowl,574.2,137.61,13.39,2.97,8.23,1.66,2.08,952.07,1615.75,4877.76,0.0,48.04,42.35,19.5,187.48,138.26,0.87,0.09,2.62,0.0,0.33,0.07,0.34,0.0,3.77,2.02,0.0,10.57,0.0,15.79,0.07,0.03,0.55,0.15,0.06,0.53,15.79,4.64,1301.52
BFP044,Poha,bfp_manual,1226.35,294.53,35.05,6.09,14.14,0.87,3.72,2035.87,4117.09,7340.79,0.0,37.67,139.76,66.85,377.1,333.98,3.01,0.24,2.31,0.02,0.69,0.25,1.07,0.0,5.03,3.73,0.0,13.15,0.0,21.91,0.14,0.04,2.09,0.42,0.09,0.83,21.91,12.13,842.44,bowl,669.46,160.78,19.13,3.32,7.72,0.48,2.03,1111.38,2247.52,4007.34,0.0,20.56,76.3,36.49,205.86,182.32,1.65,0.13,1.26,0.01,0.38,0.14,0.58,0.0,2.75,2.04,0.0,7.18,0.0,11.96,0.07,0.02,1.14,0.23,0.05,0.45,11.96,6.62,459.89
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),bfp_manual,428.19,102.83,3.76,6.1,7.02,1.95,1.53,1603.63,2060.48,2570.74,145.28,31.9,90.42,17.09,218.05,178.56,1.14,0.08,16.17,0.0,0.28,0.04,0.65,78.6,2.26,3.35,0.33,13.45,5.8,32.43,0.05,0.09,0.32,0.73,0.13,8.27,32.43,10.76,1770.17,small bowl,539.35,129.53,4.74,7.68,8.84,2.45,1.93,2019.93,2595.38,3238.11,183.0,40.18,113.89,21.53,274.66,224.92,1.43,0.1,20.37,0.0,0.36,0.05,0.81,99.0,2.84,4.22,0.42,16.95,7.3,40.85,0.06,0.11,0.41,0.92,0.17,10.41,40.85,13.56,2229.71
BFP054,French omelette/omlet,bfp_manual,875.07,211.04,0.41,10.03,18.86,0.1,0.38,9846.81,5638.23,1280.56,300.44,46.35,142.38,13.26,381.85,133.09,1.58,0.07,29.84,0.0,0.1,0.05,0.95,286.47,1.41,0.29,0.62,10.4,10.74,37.93,0.05,0.15,0.11,1.11,0.13,13.59,37.93,0.7,611.11,egg,595.05,143.51,0.28,6.82,12.82,0.06,0.26,6695.83,3834.0,870.78,204.3,31.51,96.82,9.02,259.66,90.5,1.08,0.05,20.29,0.0,0.07,0.04,0.65,194.8,0.96,0.2,0.42,7.07,7.3,25.79,0.03,0.1,0.07,0.75,0.09,9.24,25.79,0.48,415.55
BFP055,Puffy omelette/omlet,bfp_manual,780.16,188.15,0.08,8.82,16.84,0.08,0.0,8800.0,5041.45,1130.26,268.82,34.96,124.74,8.66,340.53,231.64,1.2,0.05,26.61,0.0,0.01,0.0,0.82,256.32,1.24,0.0,0.55,0.97,9.61,32.45,0.04,0.13,0.07,0.97,0.11,12.03,32.45,0.0,168.82,egg,592.92,142.99,0.06,6.7,12.8,0.06,0.0,6688.0,3831.5,859.0,204.3,26.57,94.81,6.59,258.8,176.04,0.91,0.04,20.22,0.0,0.01,0.0,0.63,194.8,0.94,0.0,0.42,0.74,7.3,24.66,0.03,0.1,0.05,0.74,0.08,9.14,24.66,0.0,128.3
BFP056,Orange omelette/omlet,bfp_manual,807.8,194.66,1.68,8.93,16.84,1.68,0.0,8800.0,5041.45,1130.26,268.82,37.33,129.09,11.03,340.92,267.16,1.26,0.05,26.61,0.0,0.03,0.0,0.82,256.32,1.31,0.0,0.55,0.97,9.61,37.97,0.06,0.14,0.11,1.03,0.12,12.22,37.97,9.47,179.67,egg,613.92,147.94,1.27,6.79,12.8,1.27,0.0,6688.0,3831.5,859.0,204.3,28.37,98.11,8.39,259.1,203.04,0.96,0.04,20.22,0.0,0.02,0.0,0.63,194.8,0.99,0.0,0.42,0.74,7.3,28.86,0.04,0.1,0.09,0.78,0.09,9.29,28.86,7.2,136.55
BFP057,Cheese and mushroom omelette/omlet,bfp_manual,852.34,205.63,1.68,9.69,17.82,1.07,0.93,10077.5,5051.99,1014.59,184.53,148.77,246.95,16.69,400.29,181.05,1.01,0.06,16.83,0.0,0.1,0.03,1.06,242.34,0.93,4.97,0.33,9.06,5.71,25.02,0.04,0.14,0.24,0.81,0.11,10.48,25.02,0.37,366.96,egg,1091.0,263.2,2.15,12.4,22.81,1.38,1.19,12899.2,6466.54,1298.68,236.2,190.43,316.1,21.36,512.38,231.75,1.29,0.08,21.54,0.0,0.12,0.04,1.35,310.2,1.19,6.36,0.42,11.6,7.3,32.02,0.05,0.18,0.3,1.04,0.14,13.42,32.02,0.48,469.71
BFP058,Spanish omelette/omlet,bfp_manual,653.68,157.45,5.1,8.25,11.44,1.03,2.54,6203.93,3315.99,735.0,145.23,31.72,108.46,22.27,233.87,185.74,1.28,0.12,14.63,0.0,0.21,0.03,0.93,159.67,0.79,5.18,0.28,18.53,4.81,40.25,0.17,0.09,0.97,0.82,0.17,7.96,40.25,18.83,1010.23,egg,993.59,239.32,7.75,12.54,17.39,1.56,3.86,9429.97,5040.31,1117.2,220.75,48.22,164.86,33.84,355.48,282.33,1.95,0.19,22.24,0.0,0.32,0.05,1.42,242.7,1.2,7.87,0.42,28.17,7.3,61.18,0.26,0.14,1.47,1.25,0.26,12.1,61.18,28.63,1535.55
BFP059,Mixed stock,bfp_manual,104.56,25.19,0.33,2.06,1.71,0.2,0.15,497.77,743.09,354.35,10.55,2.06,21.44,3.07,9.51,39.43,0.07,0.01,1.33,0.0,0.01,0.0,0.13,5.93,0.02,0.05,0.0,0.5,0.0,1.82,0.01,0.01,0.82,0.13,0.05,0.26,1.82,0.28,208.05,cup,951.5,229.25,3.02,18.79,15.59,1.82,1.33,4529.7,6762.07,3224.6,96.0,18.72,195.08,27.94,86.57,358.8,0.66,0.1,12.11,0.0,0.11,0.0,1.17,54.0,0.17,0.42,0.0,4.57,0.0,16.58,0.08,0.13,7.46,1.19,0.49,2.32,16.58,2.58,1893.22
BFP060,Meat stock,bfp_manual,101.55,24.48,0.0,2.1,1.78,0.0,0.0,517.24,775.86,362.07,11.03,0.86,20.69,2.41,8.62,31.03,0.05,0.01,1.38,0.0,0.0,0.0,0.12,6.21,0.01,0.0,0.0,0.0,0.0,0.69,0.01,0.01,0.84,0.12,0.05,0.17,0.69,0.0,0.0,cup,883.5,213.0,0.0,18.3,15.45,0.0,0.0,4500.0,6750.0,3150.0,96.0,7.5,180.0,21.0,75.0,270.0,0.45,0.06,12.0,0.0,0.01,0.0,1.05,54.0,0.12,0.0,0.0,0.0,0.0,6.0,0.06,0.12,7.35,1.07,0.45,1.5,6.0,0.0,0.0
BFP062,White stock,bfp_manual,28.88,6.99,0.4,0.07,0.56,0.24,0.17,344.34,138.24,28.25,1.39,1.58,2.12,0.92,1.56,11.78,0.03,0.01,0.01,0.0,0.01,0.0,0.02,6.26,0.02,0.05,0.0,0.65,0.0,1.38,0.0,0.0,0.01,0.02,0.01,0.11,1.38,0.34,251.45,cup,220.95,53.45,3.05,0.52,4.25,1.85,1.33,2634.2,1057.57,216.1,10.65,12.12,16.23,7.04,11.97,90.15,0.21,0.04,0.11,0.0,0.09,0.0,0.13,47.9,0.14,0.42,0.0,4.94,0.0,10.58,0.02,0.01,0.11,0.12,0.04,0.83,10.58,2.58,1923.62
BFP065,Meat consomme (with mutton),bfp_manual,124.54,29.76,0.51,14.86,13.68,0.24,0.71,8.81,3.91,14.76,0.0,115.88,177.19,38.67,12665.52,366.48,4.22,0.09,0.92,0.0,0.29,0.01,0.95,0.0,0.01,0.13,0.04,1.73,0.0,2.5,0.03,0.03,0.9,0.07,0.01,0.31,2.5,0.39,206.11,bowl,771.99,184.51,3.16,92.11,84.79,1.52,4.39,54.63,24.21,91.5,0.0,718.33,1098.4,239.72,78513.55,2271.78,26.13,0.54,5.67,0.0,1.8,0.05,5.91,0.0,0.06,0.84,0.27,10.73,0.0,15.49,0.17,0.16,5.57,0.45,0.04,1.91,15.49,2.44,1277.69
BFP066,Consomme au julienne,bfp_manual,116.16,27.76,1.49,12.49,10.66,0.83,1.38,108.97,110.21,101.84,6.4,85.89,153.97,36.5,10208.47,350.86,3.34,0.11,2.71,0.0,0.28,0.01,0.9,0.72,0.08,0.37,0.18,4.97,2.89,7.18,0.02,0.02,0.9,0.24,0.08,0.97,7.18,1.53,1991.95,bowl,894.34,213.74,11.48,96.18,82.05,6.36,10.66,838.99,848.52,784.1,49.24,661.29,1185.39,280.98,78595.01,2701.28,25.69,0.88,20.85,0.01,2.16,0.05,6.91,5.57,0.6,2.88,1.37,38.26,22.24,55.26,0.16,0.14,6.91,1.82,0.63,7.45,55.26,11.77,15335.99
BFP067,Consomme au vermicelli,bfp_manual,125.29,29.94,1.3,15.23,12.98,0.27,0.81,113.4,130.65,63.33,7.85,97.34,179.98,41.25,12524.61,367.55,3.98,0.12,3.43,0.0,0.3,0.01,1.05,0.89,0.05,0.17,0.22,1.72,3.55,3.21,0.02,0.02,1.06,0.22,0.07,0.84,3.21,0.39,202.9,bowl,785.45,187.72,8.16,95.48,81.38,1.67,5.05,710.92,819.03,397.0,49.24,610.24,1128.29,258.61,78516.75,2304.18,24.94,0.78,21.52,0.0,1.87,0.06,6.6,5.57,0.29,1.06,1.37,10.8,22.24,20.12,0.11,0.1,6.62,1.41,0.46,5.3,20.12,2.44,1271.98
BFP073,Spinach soup (Palak ka soup),bfp_manual,135.79,32.59,3.03,10.54,14.26,0.29,1.98,1078.77,427.86,122.66,4.24,56.23,98.1,50.72,12088.21,415.55,2.68,0.08,0.65,0.01,0.45,0.01,0.42,19.05,0.3,0.22,0.0,65.12,0.0,30.02,0.04,0.02,0.13,0.06,0.04,0.89,30.02,6.16,1919.31,bowl,682.76,163.88,15.21,52.98,71.72,1.47,9.95,5424.16,2151.35,616.75,21.3,282.74,493.24,255.01,60780.72,2089.43,13.48,0.41,3.27,0.03,2.25,0.05,2.12,95.8,1.51,1.1,0.0,327.42,0.0,150.94,0.21,0.12,0.66,0.31,0.18,4.49,150.94,30.99,9650.5
BFP074,Mixed vegetable soup,bfp_manual,148.51,35.71,2.95,8.22,11.66,1.64,1.64,1335.49,555.06,120.26,3.87,50.69,89.51,30.09,9202.27,295.84,1.74,0.06,0.37,0.0,0.21,0.01,0.33,17.39,0.1,1.38,0.0,4.74,0.0,7.17,0.02,0.02,0.14,0.13,0.03,0.71,7.17,4.55,1100.41,bowl,654.5,157.37,12.99,36.21,51.39,7.23,7.21,5885.52,2446.15,529.96,17.04,223.4,394.47,132.6,40554.39,1303.75,7.65,0.25,1.63,0.01,0.94,0.05,1.47,76.64,0.44,6.09,0.0,20.89,0.0,31.61,0.08,0.1,0.6,0.57,0.14,3.15,31.61,20.06,4849.52
BFP075,Cheese soup,bfp_manual,170.54,41.13,1.87,12.39,17.07,0.84,1.8,1911.77,807.87,126.5,9.56,83.65,153.98,39.83,13695.35,350.94,2.4,0.05,0.43,0.0,0.25,0.01,0.55,35.44,0.08,0.19,0.0,2.61,0.0,4.56,0.01,0.02,0.04,0.08,0.02,0.66,4.56,1.19,268.55,bowl,758.65,182.97,8.31,55.11,75.94,3.72,7.99,8504.33,3593.71,562.72,42.54,372.09,684.94,177.17,60922.39,1561.14,10.66,0.24,1.89,0.0,1.12,0.05,2.43,157.64,0.36,0.86,0.0,11.59,0.0,20.27,0.04,0.09,0.2,0.34,0.07,2.94,20.27,5.29,1194.63
BFP080,Cream of broccoli soup,bfp_manual,233.85,56.14,3.72,8.97,12.75,1.59,1.89,2282.01,951.92,182.28,7.67,66.55,108.55,30.93,8792.43,313.4,1.82,0.06,0.48,0.0,0.24,0.02,0.47,34.2,0.41,0.26,0.0,34.32,0.0,20.5,0.04,0.05,0.19,0.21,0.04,1.37,20.5,14.96,202.41,bowl,1077.23,258.62,17.14,41.32,58.72,7.35,8.7,10512.06,4385.02,839.68,35.31,306.56,500.03,142.49,40502.33,1443.67,8.38,0.27,2.21,0.0,1.1,0.07,2.17,157.56,1.88,1.19,0.0,158.12,0.0,94.43,0.18,0.24,0.89,0.97,0.18,6.33,94.43,68.91,932.42
BFP087,Almond soup (Badam ka soup),bfp_manual,327.75,78.65,3.68,10.13,13.8,1.94,0.91,2578.14,2371.07,616.89,28.18,114.95,164.86,38.93,8376.94,282.29,2.83,0.11,1.63,0.0,0.25,0.02,0.9,37.48,1.0,0.28,0.07,2.47,0.95,8.11,0.02,0.06,0.19,0.23,0.03,2.33,8.11,1.61,164.48,bowl,1563.38,375.16,17.57,48.32,65.82,9.28,4.32,12297.71,11310.02,2942.57,134.4,548.33,786.4,185.7,39957.98,1346.54,13.5,0.51,7.78,0.01,1.21,0.08,4.31,178.8,4.79,1.33,0.32,11.79,4.51,38.67,0.11,0.27,0.92,1.11,0.14,11.11,38.67,7.68,784.59
BFP088,Cold cucumber cream soup ,bfp_manual,49.57,11.88,1.76,0.34,0.34,0.51,0.73,187.56,73.56,46.84,0.72,8.02,10.71,7.37,207.89,64.98,0.16,0.02,0.08,0.0,0.04,0.01,0.07,3.8,0.02,0.42,0.0,2.67,0.0,6.49,0.01,0.01,0.12,0.14,0.02,0.99,6.49,3.85,57.85,bowl,189.6,45.43,6.73,1.29,1.29,1.95,2.8,717.4,281.37,179.16,2.75,30.67,40.98,28.21,795.18,248.57,0.63,0.08,0.3,0.01,0.17,0.03,0.28,14.55,0.07,1.59,0.0,10.22,0.0,24.84,0.04,0.02,0.44,0.54,0.09,3.79,24.84,14.72,221.26
BFP089,Cold tomato soup,bfp_manual,69.74,16.9,0.59,0.11,1.56,0.22,0.16,963.69,385.52,79.7,3.88,4.2,2.27,2.67,287.15,20.03,0.1,0.01,0.1,0.0,0.03,0.02,0.02,17.45,0.05,0.52,0.0,2.62,0.0,2.05,0.0,0.0,0.03,0.02,0.01,0.17,2.05,3.68,368.25,bowl,191.45,46.4,1.62,0.31,4.27,0.6,0.44,2645.33,1058.24,218.77,10.65,11.52,6.22,7.32,788.23,55.0,0.28,0.03,0.28,0.0,0.07,0.06,0.05,47.9,0.14,1.44,0.0,7.19,0.0,5.63,0.01,0.01,0.09,0.05,0.02,0.47,5.63,10.09,1010.85
BFP090,Chicken stew,bfp_manual,529.28,127.55,4.44,7.19,8.91,1.43,1.82,1988.35,3026.33,3328.22,32.34,31.53,85.88,24.38,79.62,270.59,0.9,0.09,4.97,0.0,0.63,0.05,0.57,18.19,1.81,2.56,0.0,9.85,0.0,12.23,0.05,0.07,2.84,0.48,0.23,1.13,12.23,7.04,1520.17,bowl,1571.23,378.63,13.19,21.35,26.46,4.26,5.4,5902.63,8983.96,9880.17,96.0,93.6,254.96,72.38,236.35,803.26,2.67,0.25,14.75,0.01,1.86,0.16,1.68,54.0,5.37,7.61,0.0,29.24,0.0,36.31,0.15,0.21,8.42,1.42,0.67,3.37,36.31,20.89,4512.79
BFP114,Bathua poori,bfp_manual,2466.82,598.79,13.85,2.35,59.14,0.41,1.87,7228.86,12112.75,37288.29,0.6,30.83,46.16,21.24,49.71,98.54,0.96,0.08,5.37,0.0,0.55,0.01,0.48,2.25,28.96,2.1,0.0,31.33,0.0,9.65,0.06,0.08,0.37,0.21,0.05,0.28,9.65,5.02,482.82,poori,2242.07,544.24,12.59,2.14,53.75,0.38,1.7,6570.23,11009.15,33890.91,0.55,28.02,41.95,19.3,45.18,89.57,0.87,0.07,4.88,0.0,0.5,0.01,0.44,2.05,26.32,1.9,0.0,28.47,0.0,8.77,0.06,0.08,0.34,0.19,0.05,0.26,8.77,4.56,438.83
BFP115,Gram flour poori (Besan poori),bfp_manual,2873.78,697.66,10.93,2.59,71.51,0.35,1.94,8728.2,14666.25,45080.36,0.73,7.09,50.15,18.52,58.33,54.35,0.71,0.08,6.5,0.0,0.45,0.01,0.42,2.72,35.04,1.58,0.0,5.16,0.0,14.83,0.08,0.03,0.39,0.18,0.06,0.59,14.83,0.0,40.89,poori,2164.91,525.57,8.24,1.95,53.87,0.26,1.46,6575.24,11048.58,33960.54,0.55,5.34,37.78,13.95,43.94,40.94,0.54,0.06,4.9,0.0,0.34,0.0,0.32,2.05,26.4,1.19,0.0,3.89,0.0,11.18,0.06,0.02,0.3,0.13,0.04,0.44,11.18,0.0,30.81
BFP116,Beetroot poori (Chukandar ki poori),bfp_manual,2173.7,527.66,12.29,1.91,52.18,0.54,1.4,6371.72,10695.67,32904.93,0.53,5.38,38.66,15.32,46.48,56.25,0.6,0.07,4.6,0.0,0.34,0.01,0.34,1.99,25.55,1.75,0.0,3.64,0.0,9.18,0.05,0.02,0.28,0.15,0.03,0.25,9.18,0.28,52.56,poori,2237.46,543.14,12.65,1.97,53.71,0.56,1.44,6558.63,11009.41,33870.14,0.55,5.54,39.8,15.77,47.84,57.9,0.62,0.07,4.74,0.0,0.35,0.01,0.35,2.05,26.3,1.8,0.0,3.75,0.0,9.45,0.05,0.02,0.29,0.16,0.03,0.26,9.45,0.29,54.1
BFP117,Peas poori (Matar ki poori),bfp_manual,2442.79,592.83,14.92,3.04,57.69,0.48,2.25,7044.73,11826.76,36380.27,0.59,8.96,48.59,20.7,47.77,79.58,0.84,0.1,5.3,0.0,0.41,0.01,0.51,2.2,28.27,3.77,0.0,10.18,0.0,12.18,0.09,0.02,0.48,0.25,0.06,0.71,12.18,5.5,241.49,poori,2047.06,496.79,12.5,2.54,48.35,0.4,1.89,5903.49,9910.82,30486.67,0.49,7.51,40.72,17.34,40.03,66.69,0.71,0.08,4.45,0.0,0.34,0.01,0.43,1.84,23.69,3.16,0.0,8.53,0.0,10.21,0.08,0.02,0.4,0.21,0.05,0.59,10.21,4.61,202.37
BFP118,Peas kachori (Matar kachori),bfp_manual,2408.81,584.68,13.25,3.21,57.51,0.5,2.03,6905.43,11817.05,36371.71,0.0,14.25,30.8,16.13,55.45,91.63,0.77,0.09,0.4,0.0,0.26,0.01,0.4,0.0,28.29,3.99,0.0,14.45,0.0,15.19,0.09,0.02,0.44,0.26,0.06,1.03,15.19,9.35,346.38,kachori,2604.61,632.21,14.32,3.47,62.18,0.54,2.2,7466.74,12777.6,39328.18,0.0,15.41,33.31,17.44,59.96,99.08,0.84,0.1,0.43,0.0,0.28,0.02,0.43,0.0,30.58,4.31,0.0,15.63,0.0,16.43,0.09,0.02,0.47,0.28,0.06,1.12,16.43,10.11,374.53
